2021,Toronto CMA,4.6,14.4,1679,1.3
2022,Toronto CMA,1.6,9.8,1779,6.5
2023,Toronto CMA,1.4,8.3,1961,8.8
2024,Toronto CMA,2.5,6.4,1974,2.7
2025,Toronto CMA,3.0,8.7,2046,3.4
